Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Bianchini","Mars",70.71,-63.85,264.71,"Planetocentric  +East  0 - 360","Approved","1973","Francesco; Italian astronomer (1662-1729).",
"Biblis Patera","Mars",53.65,2.36,236.18,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Biblis Tholus","Mars",168.6,2.52,235.62,"Planetocentric  +East  0 - 360","Approved","Sep 19, 2007","Classical albedo feature name.",
"Bigbee","Mars",20.86,-24.78,325.25,"Planetocentric  +East  0 - 360","Approved","1976","Town in Mississippi, USA.",
"Bira","Mars",2.7,25.1,314.46,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Bise","Mars",9.21,20.22,303.17,"Planetocentric  +East  0 - 360","Approved","1976","Town in Okinawa.",
"Bison","Mars",15.28,-26.31,330.85,"Planetocentric  +East  0 - 360","Approved","1976","Town in Kansas, USA.",
"Bjerknes","Mars",88.64,-43.01,171.48,"Planetocentric  +East  0 - 360","Approved","1973","Vilhelm F.; Norwegian physicist (1862-1951).",
"Bland","Mars",6.63,18.3,108.76,"Planetocentric  +East  0 - 360","Approved","1988","Town in Missouri, USA.",
"Bled","Mars",7.69,21.58,328.54,"Planetocentric  +East  0 - 360","Approved","1976","Town in Slovenia.",
"Blitta","Mars",12.95,-25.9,339.04,"Planetocentric  +East  0 - 360","Approved","1976","Town in Togo.",
"Blois","Mars",11.58,23.6,304.15,"Planetocentric  +East  0 - 360","Approved","1976","Town in France.",
"Bluff","Mars",6.75,23.47,110.03,"Planetocentric  +East  0 - 360","Approved","1976","Town in New Zealand.",
"Blunck","Mars",66.49,-27.23,323.1,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2013","Jürgen; German historian (1935-2008).",
"Boeddicker","Mars",107.12,-14.82,162.49,"Planetocentric  +East  0 - 360","Approved","1973","Otto; German astronomer (1853-1937).",
"Bogia","Mars",37.68,-44.31,83.27,"Planetocentric  +East  0 - 360","Approved","Aug 11, 2008","Town in Papua New Guinea.",
"Bogra","Mars",21.31,-24.16,331.2,"Planetocentric  +East  0 - 360","Approved","1976","Town in Bangladesh.",
"Bok","Mars",7.34,20.58,328.4,"Planetocentric  +East  0 - 360","Approved","1976","Town in New Guinea.",
"Bole","Mars",8.54,25.35,306.01,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ghana.",
"Bombala","Mars",37.14,-27.6,106.13,"Planetocentric  +East  0 - 360","Approved","1991","Town in New S. Wales, Australia.",
"Bond","Mars",104.69,-32.79,324.06,"Planetocentric  +East  0 - 360","Approved","1973","George P.; American astronomer (1825-1865).",
"Bonestell","Mars",40.67,42,329.61,"Planetocentric  +East  0 - 360","Approved","1997","Chesley; American space artist (1888-1986).",
"Boola","Mars",17.25,81.26,254.81,"Planetocentric  +East  0 - 360","Approved","2006","Town in Guinea.",
"Bopolu","Mars",18.89,-2.96,353.7,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Liberia.",
"Bor","Mars",4.28,18.17,326.32,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Bordeaux","Mars",2.01,23.13,311.11,"Planetocentric  +East  0 - 360","Approved","1979","French port.",
"Boreales Scopuli","Mars",1.13,88.88,269.84,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Boreosyrtis","Mars",0,54.68,70,"Planetocentric  +East  0 - 360","Approved","1958","Northern continuation of Nilosyrtis; ""Syrtis of the north.""",
"Boreum Cavus","Mars",62.13,84.64,339.85,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Boru","Mars",10.87,-24.34,332.13,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Bosporos Planum","Mars",729.58,-33.87,295.51,"Planetocentric  +East  0 - 360","Approved","1979","Classical albedo feature name.",
"Bosporos Rupes","Mars",531.42,-42.74,302.45,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Bouguer","Mars",107.78,-18.46,27.27,"Planetocentric  +East  0 - 360","Approved","1973","Pierre; French physicist-hydrographer (1698-1758).",
"Boulia","Mars",9.99,-22.89,111.32,"Planetocentric  +East  0 - 360","Approved","1991","Town in Queensland, Australia.",
"Bozkir","Mars",79.89,-44.14,327.82,"Planetocentric  +East  0 - 360","Approved","1976","Town in Turkey.",
"Brashear","Mars",77.45,-53.81,240.97,"Planetocentric  +East  0 - 360","Approved","1973","John A.; American astronomer (1840-1920).",
"Brazos Valles","Mars",387.51,-6.08,18.7,"Planetocentric  +East  0 - 360","Approved","1982","River in Texas, USA.",
"Bree","Mars",28.79,37.64,149.63,"Planetocentric  +East  0 - 360","Approved","Sep 15, 2014","Town in Belgium.",
"Bremerhaven","Mars",2.69,23.7,311.36,"Planetocentric  +East  0 - 360","Approved","1979","German port.",
"Briault","Mars",93.06,-9.98,89.68,"Planetocentric  +East  0 - 360","Approved","1973","P.; French astronomer (d. 1922).",
"Bridgetown","Mars",1.57,21.9,312.92,"Planetocentric  +East  0 - 360","Approved","1979","Port of Barbados.",
"Bristol","Mars",3,22.09,313.07,"Planetocentric  +East  0 - 360","Approved","1979","English port.",
"Broach","Mars",11.31,23.51,303.11,"Planetocentric  +East  0 - 360","Approved","1976","Town in India.",
"Bronkhorst","Mars",17.75,-10.7,304.79,"Planetocentric  +East  0 - 360","Approved","2006","Town in The Netherlands.",
"Brush","Mars",6.49,21.7,111.34,"Planetocentric  +East  0 - 360","Approved","1976","Town in Colorado, USA.",
"Bulhar","Mars",18.24,50.36,134.52,"Planetocentric  +East  0 - 360","Approved","1979","Town in Somalia.",
"Bunge","Mars",70.83,-33.82,311.41,"Planetocentric  +East  0 - 360","Approved","1979","Andrey Aleksandrovich; Russian zoologist, permafrost investigator (Late 19th century), and Nicolai A.; Russian chemist.",
"Burroughs","Mars",112.69,-72.29,117.1,"Planetocentric  +East  0 - 360","Approved","1973","Edgar R.; American novelist (1875-1950).",
"Burton","Mars",119.26,-13.88,203.67,"Planetocentric  +East  0 - 360","Approved","1973","Charles E.; British astronomer (1846-1882).",
"Buta","Mars",11.27,-23.25,327.59,"Planetocentric  +East  0 - 360","Approved","1979","Town in Zaire.",
"Butte","Mars",12.55,-5.08,321.09,"Planetocentric  +East  0 - 360","Approved","1976","Town in Montana, USA.",
"Buvinda Vallis","Mars",134.17,33.17,151.96,"Planetocentric  +East  0 - 360","Approved","1985","Classical river in Hibernia; present Boyne River, Ireland.",
"Byala","Mars",26.23,-25.73,293.53,"Planetocentric  +East  0 - 360","Approved","Nov 12, 2013","Town in Bulgaria.",
"Byrd","Mars",123.27,-65.22,127.83,"Planetocentric  +East  0 - 360","Approved","1976","Richard Edwin; American aviator-explorer (1888-1975).",
"Byske","Mars",12.56,-4.97,326.05,"Planetocentric  +East  0 - 360","Approved","1976","Town in Sweden.",
"Cádiz","Mars",1.38,23.15,310.97,"Planetocentric  +East  0 - 360","Approved","1979","Spanish port.",
"Cairns","Mars",8.73,23.56,312.54,"Planetocentric  +East  0 - 360","Approved","1976","Town in Australia.",
"Calahorra","Mars",34.22,26.46,321.35,"Planetocentric  +East  0 - 360","Approved","1997","Town in Spain.",
"Calamar","Mars",7.21,18.27,305.13,"Planetocentric  +East  0 - 360","Approved","1988","Town in Colombia.",
"Calbe","Mars",13.14,-25.14,331.13,"Planetocentric  +East  0 - 360","Approved","1976","Town in Germany.",
"Calydon Fossa","Mars",351.25,-7.43,272.02,"Planetocentric  +East  0 - 360","Approved","1982","The son of Ares and Astynome.",
"Camargo","Mars",4.77,17.7,109.64,"Planetocentric  +East  0 - 360","Approved","1988","Town in Bolivia.",
"Camichel","Mars",65.26,2.26,308.39,"Planetocentric  +East  0 - 360","Approved","Nov 26, 2012","Henri; French astronomer (1907-2003).",
"Camiling","Mars",21.91,-0.71,322,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Philippines.",
"Camiri","Mars",31.36,-44.65,317.83,"Planetocentric  +East  0 - 360","Approved","1976","Town in Bolivia.",
"Campbell","Mars",125.26,-54.25,165.58,"Planetocentric  +East  0 - 360","Approved","1973","John W.; Canadian physicist (1889-1955). William W.; American astronomer (1862-1938).",
"Campos","Mars",8.25,-21.8,332.19,"Planetocentric  +East  0 - 360","Approved","1976","Town in Brazil.",
"Can","Mars",8.62,48.21,345.41,"Planetocentric  +East  0 - 360","Approved","1976","Town in Turkey.",
"Canala","Mars",12,24.35,279.92,"Planetocentric  +East  0 - 360","Approved","Jan 18, 2011","Town in New Caledonia.",
"Cañas","Mars",41.52,-31.19,89.86,"Planetocentric  +East  0 - 360","Approved","1991","Town in Puerto Rico.",
"Canaveral","Mars",3.18,46.83,135.83,"Planetocentric  +East  0 - 360","Approved","1979","American launch site.",
"Canberra","Mars",3.1,47.2,132.66,"Planetocentric  +East  0 - 360","Approved","1979","Australian tracking site.",
"Candor","Mars",0,2.96,285,"Planetocentric  +East  0 - 360","Approved","1958","Means ""Blaze"" or ""White"" in Latin.",
"Candor Chaos","Mars",0,-6.94,287.42,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 5N, 75W.",
"Candor Chasma","Mars",810.61,-6.53,289.22,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Candor Colles","Mars",37.38,-6.63,284.43,"Planetocentric  +East  0 - 360","Approved","Sep 18, 2012","Classical albedo feature name.",
"Candor Labes","Mars",134.94,-4.79,284.01,"Planetocentric  +East  0 - 360","Approved","1988","From classical albedo feature at 5N, 75W.",
"Candor Mensa","Mars",116.56,-6.26,286.48,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature.",
"Candor Sulci","Mars",73.36,-4.92,283.15,"Planetocentric  +East  0 - 360","Approved","Mar 11, 2013","Classical albedo feature name.",
"Cangwu","Mars",13.64,41.85,270.41,"Planetocentric  +East  0 - 360","Approved","1991","Town in China.",
"Canillo","Mars",33.93,10.23,116.48,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2009","Town in Andorra. ",
"Cankuzo","Mars",48.45,-19.42,52.03,"Planetocentric  +East  0 - 360","Approved","Mar 4, 2010","Town in Burundi.",
"Canso","Mars",26.42,21.36,299.38,"Planetocentric  +East  0 - 360","Approved","1988","Town in Nova Scotia, Canada.",
"Cantoura","Mars",51.59,14.84,308.28,"Planetocentric  +East  0 - 360","Approved","1988","Town in Venezuela.",
"Capen","Mars",68.99,6.58,14.31,"Planetocentric  +East  0 - 360","Approved","Jan 2, 2008","Charles F., Jr; American astronomer (1926-1986).",
"Capri Chasma","Mars",1471.56,-8.27,317.93,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Capri Mensa","Mars",282.35,-13.73,312.81,"Planetocentric  +East  0 - 360","Approved","2003","Classical albedo feature name.",
"Caralis Chaos","Mars",103.35,-37.2,178.6,"Planetocentric  +East  0 - 360","Approved","Sep 22, 2014","After Caralis Fons, classical albedo feature named after Caralis Lacus, now Beysehir Gölü, in Isauria (Asia Minor).",
"Cardona","Mars",13.7,-19.65,328.02,"Planetocentric  +East  0 - 360","Approved","Aug 21, 2015","Town in Uruguay.",
"Cartago","Mars",36.57,-23.25,342.03,"Planetocentric  +East  0 - 360","Approved","1976","Town in Costa Rica.",
"Casius","Mars",0,39.67,100,"Planetocentric  +East  0 - 360","Approved","1958","Epithet of Zeus; for his two sanctuaries in Egypt/Arabia and Syria.",
"Cassini","Mars",408.23,23.35,32.11,"Planetocentric  +East  0 - 360","Approved","1973","Giovanni; Italian astronomer (1625-1712).",
"Castril","Mars",2.19,-14.7,175.3,"Planetocentric  +East  0 - 360","Approved","2006","Town in Spain.",
"Cave","Mars",8.2,21.61,324.36,"Planetocentric  +East  0 - 360","Approved","1976","Town in New Zealand.",
"Cavi Angusti","Mars",640.04,-78.16,285.25,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"[Cavi Frigorēs]","Mars",228,-78.97,300.2,"Planetocentric  +East  0 - 360","Dropped","1988","From classical albedo feature Polus Frigoris, at 84S, 30W. Name dropped Sept. 2006, and area covered by this feature included with Cavi Angusti. ",
"[Cavi Novi]","Mars",535,-67.26,30,"Planetocentric  +East  0 - 360","Dropped","1976","Classical albedo feature name; (dropped 1984).",
"Caxias","Mars",25.88,-28.95,259.32,"Planetocentric  +East  0 - 360","Approved","1991","Town in Brazil.",
"Cayon","Mars",27.31,-35.93,113.62,"Planetocentric  +East  0 - 360","Approved","Aug 27, 2012","Town in Saint Kitts and Nevis.",
"Cebrenia","Mars",0,49.67,150,"Planetocentric  +East  0 - 360","Approved","1958","Main country of the Trojan Plain.",
"Cecropia","Mars",0,59.71,40,"Planetocentric  +East  0 - 360","Approved","1958","Old name for Acropolis; used to mean Athens.",
"Cefalù","Mars",5.53,23.64,321.11,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Sicily.",
"Centauri Montes","Mars",271,-38.67,95.52,"Planetocentric  +East  0 - 360","Approved","1991","Albedo feature Centauri Lacus.",
"Ceraunius","Mars",0,19.78,267,"Planetocentric  +East  0 - 360","Approved","1958","""Thunderclap""; named for Ceraunii Mountains on coast of Epirus, Greece.",
"Ceraunius Catena","Mars",50.49,37.1,251.91,"Planetocentric  +East  0 - 360","Approved","1985","Named for classical albedo feature at 35N 96W.",
"Ceraunius Fossae","Mars",1166.63,27,249.85,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name",
"Ceraunius Tholus","Mars",128.58,24,262.75,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Cerberus","Mars",0,14.83,155,"Planetocentric  +East  0 - 360","Approved","1958","Hound who had 3 heads; guarded gates of hell.",
"Cerberus Dorsa","Mars",623.05,-13.74,105.29,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"Cerberus Fossae","Mars",1235,11.28,166.37,"Planetocentric  +East  0 - 360","Approved","1997","From albedo feature at 10n, 212W. Changed from Cerberus Rupes.",
"Cerberus Palus","Mars",466.68,5.78,148.15,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"[Cerberus Rupēs]","Mars",1254,8.3,164.6,"Planetocentric  +East  0 - 360","Dropped","1979","From albedo feature at 10n, 212W. Changed to Cerberus Fossae.",
"Cerberus Tholi","Mars",698,4.48,164.41,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Cerulli","Mars",114.28,32.2,22.12,"Planetocentric  +East  0 - 360","Approved","1973","Vicenzo; Italian astronomer (1859-1927).",
"Ceti Chasma","Mars",49.77,-5.03,291.63,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 10S, 74W.",
"Ceti Labes","Mars",11.05,-6.78,284.27,"Planetocentric  +East  0 - 360","Approved","Sep 18, 2012","Classical albedo feature name.",
"Ceti Mensa","Mars",133.95,-5.89,283.98,"Planetocentric  +East  0 - 360","Approved","1994","Albedo feature Ceti Lacus.",
"Chafe","Mars",4.67,15.1,102.41,"Planetocentric  +East  0 - 360","Approved","1988","Town in Nigeria.",
"Chalce","Mars",0,-49.67,360,"Planetocentric  +East  0 - 360","Approved","1958","Old name of island of Khalki, west of Rhodes.",
"Chalce Fossa","Mars",33.97,-51.67,320.41,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Chalce Montes","Mars",100,-53.72,322.35,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Chalcoporos Rupēs","Mars",404.98,-55.64,20.57,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 50S, 6W.",
"Chaman","Mars",47.92,-60.86,50.96,"Planetocentric  +East  0 - 360","Approved","Dec 14, 2006","Town in Pakistan.",
"Chamberlin","Mars",120.25,-65.84,235.71,"Planetocentric  +East  0 - 360","Approved","1973","Thomas C.; American geologist (1843-1928).",
"Changsŏng","Mars",33.54,23.47,302.66,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Democratic People's Republic of Korea.",
"Chapais","Mars",36.67,-22.35,339.45,"Planetocentric  +East  0 - 360","Approved","1976","Town in Quebec, Canada.",
"Charis Dorsum","Mars",251,-55.86,318.53,"Planetocentric  +East  0 - 360","Approved","1991","One of the Graces.",
"Charitum Montes","Mars",933.54,-58.1,319.71,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"[Charitum Tholus]","Mars",0,-54.68,319,"Planetocentric  +East  0 - 360","Dropped","1976","Changed to Oceanidum Mons, 1984.",
"Charleston","Mars",1.96,22.63,312.2,"Planetocentric  +East  0 - 360","Approved","1979","American colonial town (South Carolina).",
"Charlier","Mars",106.28,-68.56,191.53,"Planetocentric  +East  0 - 360","Approved","1973","Carl V.; Swedish astronomer (1862-1934).",
"Charlieu","Mars",18.63,38.15,276.01,"Planetocentric  +East  0 - 360","Approved","1991","Town in France.",
"Charybdis Scopulus","Mars",551.26,-24.14,20.08,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 19S, 320W.",
"Chasma Australe","Mars",352.61,-82.35,95.03,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Chasma Boreale","Mars",459.88,82.54,312.36,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Chatturat","Mars",7.84,35.38,265.06,"Planetocentric  +East  0 - 360","Approved","1991","Town in Thailand.",
"Chauk","Mars",9.97,23.35,304.09,"Planetocentric  +East  0 - 360","Approved","1976","Town in Burma.",
"Cheb","Mars",8.28,-24.2,340.56,"Planetocentric  +East  0 - 360","Approved","1976","Town in Czechoslovakia.",
"Chefu","Mars",11.27,-22.91,112.24,"Planetocentric  +East  0 - 360","Approved","1991","Town in Mozambique.",
"Chekalin","Mars",87.78,-24.28,333.19,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Chersonesus","Mars",0,-49.67,100,"Planetocentric  +East  0 - 360","Approved","1958","Gallipoli Peninsula.",
"Chia","Mars",91.91,1.57,300.35,"Planetocentric  +East  0 - 360","Approved","1985","Town in Spain.",
"Chico Valles","Mars",446.35,-66.77,207.77,"Planetocentric  +East  0 - 360","Approved","2003","River in Argentina.",
"Chimbote","Mars",62.86,-1.42,320.32,"Planetocentric  +East  0 - 360","Approved","1976","Town in Peru.",
